"tenure","monthlycharges","churn","churn_risk"
59,"80.1","No","Low Risk"
59,"79.85","No","Low Risk"
59,"79.2","No","Low Risk"
59,"76.75","No","Low Risk"
59,"76.45","No","Low Risk"
59,"75.95","No","Low Risk"
59,"72.1","No","Low Risk"
59,"69.1","No","Low Risk"
59,"68.7","No","Low Risk"
59,"66.4","No","Low Risk"
59,"65.5","No","Low Risk"
59,"64.65","No","Low Risk"
59,"64.05","No","Low Risk"
59,"61.35","No","Low Risk"
59,"54.15","No","Low Risk"
59,"51.7","No","Low Risk"
59,"50.25","No","Low Risk"
59,"44.3","No","Low Risk"
59,"34.8","No","Low Risk"
59,"25.45","No","Low Risk"
59,"25","No","Low Risk"
59,"24.45","No","Low Risk"
59,"20.6","No","Low Risk"
59,"20.35","No","Low Risk"
59,"20.2","No","Low Risk"
59,"19.85","No","Low Risk"
59,"19.5","No","Low Risk"
59,"19.5","No","Low Risk"
59,"19.3","No","Low Risk"
59,"18.4","No","Low Risk"
58,"110.65","No","Low Risk"
58,"109.1","No","Low Risk"
58,"107.75","No","Low Risk"
58,"105.2","No","Low Risk"
58,"105.05","No","Low Risk"
58,"100.4","No","Low Risk"
58,"100.35","No","Low Risk"
58,"99.25","No","Low Risk"
58,"99.15","No","Low Risk"
58,"98.9","No","Low Risk"
58,"97.8","No","Low Risk"
58,"95.3","No","Low Risk"
58,"94.7","No","Low Risk"
58,"94.35","No","Low Risk"
58,"94.3","No","Low Risk"
58,"92.85","No","Low Risk"
58,"91.55","No","Low Risk"
58,"89.85","No","Low Risk"
58,"86.1","No","Low Risk"
58,"84.3","No","Low Risk"
58,"82.5","No","Low Risk"
58,"80.65","No","Low Risk"
58,"79.8","No","Low Risk"
58,"75.8","No","Low Risk"
58,"75.2","No","Low Risk"
58,"71.6","No","Low Risk"
58,"71.1","No","Low Risk"
58,"70.1","No","Low Risk"
58,"68.4","No","Low Risk"
58,"66.8","No","Low Risk"
58,"65.25","No","Low Risk"
58,"64.9","No","Low Risk"
58,"61.05","No","Low Risk"
58,"59.9","No","Low Risk"
58,"59.75","No","Low Risk"
58,"55.5","No","Low Risk"
58,"50.3","No","Low Risk"
58,"50","No","Low Risk"
58,"45.35","No","Low Risk"
58,"45","No","Low Risk"
58,"44.1","No","Low Risk"
58,"25.3","No","Low Risk"
58,"25.15","No","Low Risk"
58,"24.7","No","Low Risk"
58,"24.5","No","Low Risk"
58,"24.45","No","Low Risk"
58,"24.35","No","Low Risk"
58,"20.8","No","Low Risk"
58,"20.75","No","Low Risk"
58,"20.5","No","Low Risk"
58,"20.3","No","Low Risk"
58,"20.3","No","Low Risk"
58,"19.85","No","Low Risk"
58,"19.55","No","Low Risk"
58,"19.55","No","Low Risk"
58,"19.15","No","Low Risk"
57,"109.4","No","Low Risk"
57,"107.95","No","Low Risk"
57,"104.9","No","Low Risk"
57,"103.05","No","Low Risk"
57,"101.3","No","Low Risk"
57,"100.75","No","Low Risk"
57,"100.6","No","Low Risk"
57,"99.65","No","Low Risk"
57,"97.55","No","Low Risk"
57,"95.3","No","Low Risk"
57,"95","No","Low Risk"
57,"94.7","No","Low Risk"
57,"94","No","Low Risk"
57,"93.75","No","Low Risk"
57,"90.65","No","Low Risk"
57,"90.45","No","Low Risk"
57,"89.85","No","Low Risk"
57,"89.55","No","Low Risk"
57,"87.55","No","Low Risk"
57,"86.9","No","Low Risk"
57,"84.5","No","Low Risk"
57,"79.75","No","Low Risk"
57,"74.6","No","Low Risk"
57,"74.35","No","Low Risk"
57,"74.3","No","Low Risk"
57,"74.3","No","Low Risk"
57,"71.1","No","Low Risk"
57,"70.35","No","Low Risk"
57,"69.85","No","Low Risk"
57,"69.75","No","Low Risk"
57,"65.2","No","Low Risk"
57,"59.75","No","Low Risk"
57,"59.6","No","Low Risk"
57,"59.3","No","Low Risk"
57,"58.75","No","Low Risk"
57,"57.5","No","Low Risk"
57,"55.7","No","Low Risk"
57,"55","No","Low Risk"
57,"54.65","No","Low Risk"
57,"53.75","No","Low Risk"
57,"53.5","No","Low Risk"
57,"53.45","No","Low Risk"
57,"53.35","No","Low Risk"
57,"49.9","No","Low Risk"
57,"41.1","No","Low Risk"
57,"20.75","No","Low Risk"
57,"20.75","No","Low Risk"
57,"20.65","No","Low Risk"
57,"20.55","No","Low Risk"
57,"20.1","No","Low Risk"
57,"19.9","No","Low Risk"
57,"19.75","No","Low Risk"
57,"19.6","No","Low Risk"
57,"19.6","No","Low Risk"
57,"19.5","No","Low Risk"
57,"19.4","No","Low Risk"
57,"18.8","No","Low Risk"
56,"115.85","No","Low Risk"
56,"110.5","No","Low Risk"
56,"109.8","No","Low Risk"
56,"109.6","No","Low Risk"
56,"107.25","No","Low Risk"
56,"106.8","No","Low Risk"
56,"106.6","No","Low Risk"
56,"105.6","No","Low Risk"
56,"105.45","No","Low Risk"
56,"105.35","No","Low Risk"
56,"104.75","No","Low Risk"
56,"103.2","No","Low Risk"
56,"103.2","No","Low Risk"
56,"101.05","No","Low Risk"
56,"100.55","No","Low Risk"
56,"99.9","No","Low Risk"
56,"99.8","No","Low Risk"
56,"99.75","No","Low Risk"
56,"98.7","No","Low Risk"
56,"98.6","No","Low Risk"
56,"98","No","Low Risk"
56,"96.95","No","Low Risk"
56,"96.85","No","Low Risk"
56,"95.65","No","Low Risk"
56,"94.8","No","Low Risk"
56,"93.15","No","Low Risk"
56,"90.55","No","Low Risk"
56,"89.7","No","Low Risk"
56,"88.9","No","Low Risk"
56,"86.4","No","Low Risk"
56,"85.85","No","Low Risk"
56,"85.65","No","Low Risk"
56,"85.6","No","Low Risk"
56,"81.8","No","Low Risk"
56,"81.25","No","Low Risk"
56,"80.9","No","Low Risk"
56,"80.3","No","Low Risk"
56,"76.85","No","Low Risk"
56,"75.85","No","Low Risk"
56,"75.75","No","Low Risk"
56,"73.25","No","Low Risk"
56,"72.6","No","Low Risk"
56,"68.75","No","Low Risk"
56,"68.75","No","Low Risk"
56,"68.45","No","Low Risk"
56,"65.2","No","Low Risk"
56,"64.65","No","Low Risk"
56,"61.3","No","Low Risk"
56,"60.25","No","Low Risk"
56,"59.8","No","Low Risk"
56,"59.5","No","Low Risk"
56,"54.05","No","Low Risk"
56,"52.7","No","Low Risk"
56,"52","No","Low Risk"
56,"45.05","No","Low Risk"
56,"44.85","No","Low Risk"
56,"36.1","No","Low Risk"
56,"25.95","No","Low Risk"
56,"24.95","No","Low Risk"
56,"24.8","No","Low Risk"
56,"24.45","No","Low Risk"
56,"24.45","No","Low Risk"
56,"24.3","No","Low Risk"
56,"24.15","No","Low Risk"
56,"21.2","No","Low Risk"
56,"20.05","No","Low Risk"
56,"19.95","No","Low Risk"
56,"19.8","No","Low Risk"
56,"19.7","No","Low Risk"
56,"19.55","No","Low Risk"
55,"116.5","No","Low Risk"
55,"113.6","No","Low Risk"
55,"103.7","No","Low Risk"
55,"103.65","No","Low Risk"
55,"100.9","No","Low Risk"
55,"100.9","No","Low Risk"
55,"100.15","No","Low Risk"
55,"94.75","No","Low Risk"
55,"94.45","No","Low Risk"
55,"90.45","No","Low Risk"
55,"90.4","No","Low Risk"
55,"90.15","No","Low Risk"
55,"89.8","No","Low Risk"
55,"88.8","No","Low Risk"
55,"85.5","No","Low Risk"
55,"85.1","No","Low Risk"
55,"85.1","No","Low Risk"
55,"84.25","No","Low Risk"
55,"81.55","No","Low Risk"
55,"79.4","No","Low Risk"
55,"77.8","No","Low Risk"
55,"77.75","No","Low Risk"
55,"76.25","No","Low Risk"
55,"75.75","No","Low Risk"
55,"75","No","Low Risk"
55,"74","No","Low Risk"
55,"73.1","No","Low Risk"
55,"69.05","No","Low Risk"
55,"66.05","No","Low Risk"
55,"64.75","No","Low Risk"
55,"64.2","No","Low Risk"
55,"60","No","Low Risk"
55,"59.45","No","Low Risk"
55,"59.2","No","Low Risk"
55,"58.6","No","Low Risk"
55,"56.8","No","Low Risk"
55,"55.7","No","Low Risk"
55,"55.25","No","Low Risk"
55,"51.65","No","Low Risk"
55,"50.55","No","Low Risk"
55,"50.05","No","Low Risk"
55,"45.05","No","Low Risk"
55,"44.85","No","Low Risk"
55,"25.7","No","Low Risk"
55,"25.65","No","Low Risk"
55,"21","No","Low Risk"
55,"20.5","No","Low Risk"
55,"20.3","No","Low Risk"
55,"20","No","Low Risk"
55,"19.7","No","Low Risk"
55,"19.5","No","Low Risk"
55,"19.4","No","Low Risk"
55,"19.35","No","Low Risk"
55,"19.15","No","Low Risk"
55,"19.1","No","Low Risk"
54,"115.6","No","Low Risk"
54,"114.65","No","Low Risk"
54,"110.45","No","Low Risk"
54,"109.55","No","Low Risk"
54,"108","No","Low Risk"
54,"105.85","No","Low Risk"
54,"105.2","No","Low Risk"
54,"104.1","No","Low Risk"
54,"100.05","No","Low Risk"
54,"99.1","No","Low Risk"
54,"99.05","No","Low Risk"
54,"97.2","No","Low Risk"
54,"95.1","No","Low Risk"
54,"94.75","No","Low Risk"
54,"94.1","No","Low Risk"
54,"91.3","No","Low Risk"
54,"90.05","No","Low Risk"
54,"89.8","No","Low Risk"
54,"89.4","No","Low Risk"
54,"87.1","No","Low Risk"
54,"86.2","No","Low Risk"
54,"84.4","No","Low Risk"
54,"80.6","No","Low Risk"
54,"79.95","No","Low Risk"
54,"79.85","No","Low Risk"
54,"74.55","No","Low Risk"
54,"74","No","Low Risk"
54,"72.1","No","Low Risk"
54,"70.7","No","Low Risk"
54,"69.95","No","Low Risk"
54,"69.9","No","Low Risk"
54,"65.65","No","Low Risk"
54,"65.3","No","Low Risk"
54,"65.25","No","Low Risk"
54,"63.35","No","Low Risk"
54,"61","No","Low Risk"
54,"60","No","Low Risk"
54,"59.8","No","Low Risk"
54,"55.45","No","Low Risk"
54,"46.2","No","Low Risk"
54,"46","No","Low Risk"
54,"45.2","No","Low Risk"
54,"44.1","No","Low Risk"
54,"30.4","No","Low Risk"
54,"24.95","No","Low Risk"
54,"24.75","No","Low Risk"
54,"24.05","No","Low Risk"
54,"20.5","No","Low Risk"
54,"20.4","No","Low Risk"
54,"20.35","No","Low Risk"
54,"20.1","No","Low Risk"
54,"20.05","No","Low Risk"
54,"20","No","Low Risk"
54,"19.65","No","Low Risk"
54,"18.95","No","Low Risk"
53,"111.8","No","Low Risk"
53,"110.5","No","Low Risk"
53,"108.95","No","Low Risk"
53,"108.25","No","Low Risk"
53,"105.55","No","Low Risk"
53,"105.25","No","Low Risk"
53,"104.05","No","Low Risk"
53,"100.3","No","Low Risk"
53,"99.5","No","Low Risk"
53,"98.6","No","Low Risk"
53,"97.75","No","Low Risk"
53,"96.75","No","Low Risk"
53,"95.95","No","Low Risk"
53,"95.85","No","Low Risk"
53,"94.45","No","Low Risk"
53,"94","No","Low Risk"
53,"93.45","No","Low Risk"
53,"92.55","No","Low Risk"
53,"91.15","No","Low Risk"
53,"90.8","No","Low Risk"
53,"85.7","No","Low Risk"
53,"84.6","No","Low Risk"
53,"80.6","No","Low Risk"
53,"78.75","No","Low Risk"
53,"77.4","No","Low Risk"
53,"74.1","No","Low Risk"
53,"73.9","No","Low Risk"
53,"73.8","No","Low Risk"
53,"71.85","No","Low Risk"
53,"69.7","No","Low Risk"
53,"69.7","No","Low Risk"
53,"65","No","Low Risk"
53,"64.15","No","Low Risk"
53,"62.85","No","Low Risk"
53,"61.1","No","Low Risk"
53,"60.6","No","Low Risk"
53,"54.9","No","Low Risk"
53,"53.6","No","Low Risk"
53,"48.7","No","Low Risk"
53,"46.3","No","Low Risk"
53,"25.55","No","Low Risk"
53,"25.1","No","Low Risk"
53,"24.6","No","Low Risk"
53,"24.05","No","Low Risk"
53,"20.9","No","Low Risk"
53,"20.25","No","Low Risk"
53,"20.2","No","Low Risk"
53,"19.9","No","Low Risk"
53,"19.85","No","Low Risk"
53,"19.85","No","Low Risk"
53,"19.65","No","Low Risk"
53,"19.55","No","Low Risk"
53,"19.5","No","Low Risk"
53,"19.4","No","Low Risk"
53,"19.05","No","Low Risk"
53,"18.7","No","Low Risk"
52,"110.75","No","Low Risk"
52,"109.3","No","Low Risk"
52,"109.1","No","Low Risk"
52,"108.1","No","Low Risk"
52,"106.5","No","Low Risk"
52,"106.3","No","Low Risk"
52,"105.1","No","Low Risk"
52,"104.45","No","Low Risk"
52,"103.05","No","Low Risk"
52,"102.7","No","Low Risk"
52,"101.25","No","Low Risk"
52,"100.3","No","Low Risk"
52,"98.15","No","Low Risk"
52,"95.7","No","Low Risk"
52,"95.65","No","Low Risk"
52,"94.6","No","Low Risk"
52,"93.25","No","Low Risk"
52,"91.6","No","Low Risk"
52,"91.25","No","Low Risk"
52,"89.45","No","Low Risk"
52,"89.25","No","Low Risk"
52,"85.8","No","Low Risk"
52,"85.15","No","Low Risk"
52,"84.05","No","Low Risk"
52,"83.8","No","Low Risk"
52,"81.4","No","Low Risk"
52,"80.95","No","Low Risk"
52,"80.85","No","Low Risk"
52,"80.2","No","Low Risk"
52,"79.75","No","Low Risk"
52,"79.2","No","Low Risk"
52,"75.4","No","Low Risk"
52,"74","No","Low Risk"
52,"72.95","No","Low Risk"
52,"68.75","No","Low Risk"
52,"66.25","No","Low Risk"
52,"64.3","No","Low Risk"
52,"63.9","No","Low Risk"
52,"63.25","No","Low Risk"
52,"61.35","No","Low Risk"
52,"59.85","No","Low Risk"
52,"59.45","No","Low Risk"
52,"58.75","No","Low Risk"
52,"57.95","No","Low Risk"
52,"53.75","No","Low Risk"
52,"50.95","No","Low Risk"
52,"50.5","No","Low Risk"
52,"50.2","No","Low Risk"
52,"49.75","No","Low Risk"
52,"48.8","No","Low Risk"
52,"44.25","No","Low Risk"
52,"39.9","No","Low Risk"
52,"39.1","No","Low Risk"
52,"35.45","No","Low Risk"
52,"30.1","No","Low Risk"
52,"25.75","No","Low Risk"
52,"25.6","No","Low Risk"
52,"25.05","No","Low Risk"
52,"24.8","No","Low Risk"
52,"24.55","No","Low Risk"
52,"23.05","No","Low Risk"
52,"21","No","Low Risk"
52,"20.85","No","Low Risk"
52,"20.65","No","Low Risk"
52,"20.4","No","Low Risk"
52,"20.1","No","Low Risk"
52,"19.85","No","Low Risk"
52,"19.65","No","Low Risk"
52,"19.65","No","Low Risk"
52,"19.6","No","Low Risk"
52,"19.35","No","Low Risk"
52,"19.2","No","Low Risk"
51,"111.55","No","Low Risk"
51,"111.5","No","Low Risk"
51,"110.05","No","Low Risk"
51,"107.45","No","Low Risk"
51,"106.8","No","Low Risk"
51,"99","No","Low Risk"
51,"98.85","No","Low Risk"
51,"96.4","No","Low Risk"
51,"95.15","No","Low Risk"
51,"94","No","Low Risk"
51,"93.8","No","Low Risk"
51,"93.65","No","Low Risk"
51,"93.5","No","Low Risk"
51,"90.35","No","Low Risk"
51,"90.15","No","Low Risk"
51,"87.55","No","Low Risk"
51,"87.35","No","Low Risk"
51,"86.35","No","Low Risk"
51,"85.5","No","Low Risk"
51,"84.2","No","Low Risk"
51,"83.85","No","Low Risk"
51,"83.4","No","Low Risk"
51,"83.25","No","Low Risk"
51,"81.15","No","Low Risk"
51,"81","No","Low Risk"
51,"80.75","No","Low Risk"
51,"79.6","No","Low Risk"
51,"79.15","No","Low Risk"
51,"78.65","No","Low Risk"
51,"76.4","No","Low Risk"
51,"75.2","No","Low Risk"
51,"69.75","No","Low Risk"
51,"69.15","No","Low Risk"
51,"60.5","No","Low Risk"
51,"60.5","No","Low Risk"
51,"60.15","No","Low Risk"
51,"59.9","No","Low Risk"
51,"56.4","No","Low Risk"
51,"56.15","No","Low Risk"
51,"49.65","No","Low Risk"
51,"47.85","No","Low Risk"
51,"44.45","No","Low Risk"
51,"34.2","No","Low Risk"
51,"30.05","No","Low Risk"
51,"29.45","No","Low Risk"
51,"25.5","No","Low Risk"
51,"25","No","Low Risk"
51,"24.95","No","Low Risk"
51,"24.95","No","Low Risk"
51,"24.75","No","Low Risk"
51,"24.6","No","Low Risk"
51,"23.95","No","Low Risk"
51,"20.65","No","Low Risk"
51,"20.45","No","Low Risk"
51,"19.95","No","Low Risk"
51,"19.85","No","Low Risk"
51,"19.6","No","Low Risk"
51,"19.55","No","Low Risk"
51,"19.4","No","Low Risk"
51,"19.1","No","Low Risk"
50,"114.35","No","Low Risk"
50,"109.65","No","Low Risk"
50,"108.75","No","Low Risk"
50,"108.25","No","Low Risk"
50,"106.8","No","Low Risk"
50,"105.05","No","Low Risk"
50,"104.95","No","Low Risk"
50,"104.4","No","Low Risk"
50,"103.95","No","Low Risk"
50,"103.4","No","Low Risk"
50,"103.05","No","Low Risk"
50,"101.9","No","Low Risk"
50,"100.65","No","Low Risk"
50,"100.2","No","Low Risk"
50,"99.4","No","Low Risk"
50,"98.25","No","Low Risk"
50,"95.7","No","Low Risk"
50,"94.4","No","Low Risk"
50,"93.5","No","Low Risk"
50,"90.1","No","Low Risk"
50,"89.7","No","Low Risk"
50,"84.15","No","Low Risk"
50,"83.4","No","Low Risk"
50,"82.5","No","Low Risk"
50,"80.05","No","Low Risk"
50,"79.6","No","Low Risk"
50,"75.7","No","Low Risk"
50,"75.5","No","Low Risk"
50,"75.15","No","Low Risk"
50,"70.8","No","Low Risk"
50,"70.5","No","Low Risk"
50,"70.35","No","Low Risk"
50,"70.35","No","Low Risk"
50,"69.75","No","Low Risk"
50,"69.65","No","Low Risk"
50,"69.5","No","Low Risk"
50,"54.9","No","Low Risk"
50,"44.8","No","Low Risk"
50,"44.45","No","Low Risk"
50,"43.05","No","Low Risk"
50,"39.7","No","Low Risk"
50,"39.45","No","Low Risk"
50,"35.4","No","Low Risk"
50,"35","No","Low Risk"
50,"25.2","No","Low Risk"
50,"24.95","No","Low Risk"
50,"24.9","No","Low Risk"
50,"20.55","No","Low Risk"
50,"20.55","No","Low Risk"
50,"20.35","No","Low Risk"
50,"20.15","No","Low Risk"
50,"20.15","No","Low Risk"
50,"20.15","No","Low Risk"
50,"19.85","No","Low Risk"
50,"19.8","No","Low Risk"
50,"19.75","No","Low Risk"
50,"19.4","No","Low Risk"
50,"19.35","No","Low Risk"
49,"109.2","No","Low Risk"
49,"106.65","No","Low Risk"
49,"106.65","No","Low Risk"
49,"103","No","Low Risk"
49,"101.55","No","Low Risk"
49,"100.85","No","Low Risk"
49,"100.65","No","Low Risk"
49,"99.4","No","Low Risk"
49,"99.25","No","Low Risk"
49,"98.7","No","Low Risk"
49,"98.35","No","Low Risk"
49,"97.95","No","Low Risk"
49,"95.4","No","Low Risk"
49,"94.8","No","Low Risk"
49,"93.85","No","Low Risk"
49,"93.65","No","Low Risk"
49,"90.4","No","Low Risk"
49,"89.85","No","Low Risk"
49,"88.2","No","Low Risk"
49,"87.2","No","Low Risk"
49,"85.3","No","Low Risk"
49,"84.5","No","Low Risk"
49,"81.35","No","Low Risk"
49,"79.3","No","Low Risk"
49,"78","No","Low Risk"
49,"74.6","No","Low Risk"
49,"74.45","No","Low Risk"
49,"71.8","No","Low Risk"
49,"67.4","No","Low Risk"
49,"66.15","No","Low Risk"
49,"61.75","No","Low Risk"
49,"59.6","No","Low Risk"
49,"56.3","No","Low Risk"
49,"55.35","No","Low Risk"
49,"52.15","No","Low Risk"
49,"49.8","No","Low Risk"
49,"49.65","No","Low Risk"
49,"43.8","No","Low Risk"
49,"40.65","No","Low Risk"
49,"39.2","No","Low Risk"
49,"35.8","No","Low Risk"
49,"30.2","No","Low Risk"
49,"25.25","No","Low Risk"
49,"20.7","No","Low Risk"
49,"20.45","No","Low Risk"
49,"20.45","No","Low Risk"
49,"20.15","No","Low Risk"
49,"20.05","No","Low Risk"
49,"19.9","No","Low Risk"
49,"19.45","No","Low Risk"
49,"19","No","Low Risk"
48,"111.8","No","Low Risk"
48,"111.45","No","Low Risk"
48,"108.1","No","Low Risk"
48,"105.25","No","Low Risk"
48,"105.1","No","Low Risk"
48,"104.5","No","Low Risk"
48,"103.85","No","Low Risk"
48,"102.5","No","Low Risk"
48,"100.05","No","Low Risk"
48,"99.7","No","Low Risk"
48,"99","No","Low Risk"
48,"97.05","No","Low Risk"
48,"96.9","No","Low Risk"
48,"95.4","No","Low Risk"
48,"91.05","No","Low Risk"
48,"83.45","No","Low Risk"
48,"79.65","No","Low Risk"
48,"78.9","No","Low Risk"
48,"78.75","No","Low Risk"
48,"75.15","No","Low Risk"
48,"73.85","No","Low Risk"
48,"70.95","No","Low Risk"
48,"70.65","No","Low Risk"
48,"70.55","No","Low Risk"
48,"70.1","No","Low Risk"
48,"69.7","No","Low Risk"
48,"69.55","No","Low Risk"
48,"65.65","No","Low Risk"
48,"64.4","No","Low Risk"
48,"60.6","No","Low Risk"
48,"58.95","No","Low Risk"
48,"55.8","No","Low Risk"
48,"55.5","No","Low Risk"
48,"45.55","No","Low Risk"
48,"45","No","Low Risk"
48,"44.8","No","Low Risk"
48,"39.4","No","Low Risk"
48,"29.9","No","Low Risk"
48,"29.5","No","Low Risk"
48,"26.3","No","Low Risk"
48,"25.05","No","Low Risk"
48,"24.55","No","Low Risk"
48,"24.35","No","Low Risk"
48,"24","No","Low Risk"
48,"23.55","No","Low Risk"
48,"20.65","No","Low Risk"
48,"20.2","No","Low Risk"
48,"20.15","No","Low Risk"
48,"20.05","No","Low Risk"
48,"20","No","Low Risk"
48,"19.95","No","Low Risk"
48,"19.95","No","Low Risk"
48,"19.85","No","Low Risk"
48,"19.55","No","Low Risk"
48,"19.25","No","Low Risk"
47,"113.45","No","Low Risk"
47,"106.35","No","Low Risk"
47,"104.1","No","Low Risk"
47,"103.7","No","Low Risk"
47,"103.1","No","Low Risk"
47,"100.75","No","Low Risk"
47,"100.5","No","Low Risk"
47,"99.7","No","Low Risk"
47,"96.1","No","Low Risk"
47,"95.2","No","Low Risk"
47,"94.9","No","Low Risk"
47,"94.8","No","Low Risk"
47,"90.5","No","Low Risk"
47,"90.05","No","Low Risk"
47,"87.2","No","Low Risk"
47,"86.95","No","Low Risk"
47,"86.05","No","Low Risk"
47,"85.3","No","Low Risk"
47,"84.95","No","Low Risk"
47,"78.9","No","Low Risk"
47,"75.45","No","Low Risk"
47,"74.45","No","Low Risk"
47,"74.05","No","Low Risk"
47,"73.6","No","Low Risk"
47,"67.45","No","Low Risk"
47,"66.05","No","Low Risk"
47,"65","No","Low Risk"
47,"63.8","No","Low Risk"
47,"60","No","Low Risk"
47,"59.6","No","Low Risk"
47,"58.9","No","Low Risk"
47,"58.6","No","Low Risk"
47,"55.3","No","Low Risk"
47,"54.25","No","Low Risk"
47,"41.9","No","Low Risk"
47,"40.3","No","Low Risk"
47,"39.65","No","Low Risk"
47,"26.9","No","Low Risk"
47,"25.4","No","Low Risk"
47,"24.55","No","Low Risk"
47,"21.3","No","Low Risk"
47,"20.55","No","Low Risk"
47,"20.55","No","Low Risk"
47,"20.45","No","Low Risk"
47,"20.25","No","Low Risk"
47,"20.25","No","Low Risk"
47,"20.15","No","Low Risk"
47,"20.05","No","Low Risk"
47,"20.05","No","Low Risk"
47,"19.9","No","Low Risk"
47,"19.75","No","Low Risk"
47,"19.65","No","Low Risk"
47,"19.65","No","Low Risk"
47,"19.3","No","Low Risk"
46,"110.2","No","Low Risk"
46,"108.9","No","Low Risk"
46,"108.65","No","Low Risk"
46,"104.45","No","Low Risk"
46,"104.4","No","Low Risk"
46,"103.15","No","Low Risk"
46,"101.1","No","Low Risk"
46,"100.25","No","Low Risk"
46,"99.8","No","Low Risk"
46,"99.65","No","Low Risk"
46,"98.85","No","Low Risk"
46,"95.65","No","Low Risk"
46,"94.9","No","Low Risk"
46,"94.65","No","Low Risk"
46,"94.15","No","Low Risk"
46,"91.3","No","Low Risk"
46,"90.95","No","Low Risk"
46,"89.15","No","Low Risk"
46,"84.8","No","Low Risk"
46,"84.25","No","Low Risk"
46,"81","No","Low Risk"
46,"80","No","Low Risk"
46,"79.2","No","Low Risk"
46,"74.8","No","Low Risk"
46,"72.8","No","Low Risk"
46,"70.6","No","Low Risk"
46,"69.1","No","Low Risk"
46,"69.1","No","Low Risk"
46,"65.65","No","Low Risk"
46,"64.2","No","Low Risk"
46,"60.75","No","Low Risk"
46,"56.9","No","Low Risk"
46,"55.65","No","Low Risk"
46,"55","No","Low Risk"
46,"53.1","No","Low Risk"
46,"45.55","No","Low Risk"
46,"45.2","No","Low Risk"
46,"44.95","No","Low Risk"
46,"43.95","No","Low Risk"
46,"40.4","No","Low Risk"
46,"38.25","No","Low Risk"
46,"35.05","No","Low Risk"
46,"33.7","No","Low Risk"
46,"30.75","No","Low Risk"
46,"24.95","No","Low Risk"
46,"24.9","No","Low Risk"
46,"24.45","No","Low Risk"
46,"21.1","No","Low Risk"
46,"20.25","No","Low Risk"
46,"20.2","No","Low Risk"
46,"20.2","No","Low Risk"
46,"20.1","No","Low Risk"
46,"20.05","No","Low Risk"
46,"19.95","No","Low Risk"
46,"19.95","No","Low Risk"
46,"19.95","No","Low Risk"
46,"19.75","No","Low Risk"
46,"19.6","No","Low Risk"
46,"19.4","No","Low Risk"
46,"19.4","No","Low Risk"
46,"19.25","No","Low Risk"
46,"19.2","No","Low Risk"
45,"115.65","No","Low Risk"
45,"113.3","No","Low Risk"
45,"112.2","No","Low Risk"
45,"109.75","No","Low Risk"
45,"108.45","No","Low Risk"
45,"107.75","No","Low Risk"
45,"105.15","No","Low Risk"
45,"103.65","No","Low Risk"
45,"102.15","No","Low Risk"
45,"100.3","No","Low Risk"
45,"100.15","No","Low Risk"
45,"99.7","No","Low Risk"
45,"98.7","No","Low Risk"
45,"97.05","No","Low Risk"
45,"96.75","No","Low Risk"
45,"95.95","No","Low Risk"
45,"95.2","No","Low Risk"
45,"95","No","Low Risk"
45,"93.9","No","Low Risk"
45,"89.3","No","Low Risk"
45,"86.1","No","Low Risk"
45,"85.7","No","Low Risk"
45,"84.55","No","Low Risk"
45,"84.35","No","Low Risk"
45,"81.65","No","Low Risk"
45,"81.4","No","Low Risk"
45,"81.3","No","Low Risk"
45,"81","No","Low Risk"
45,"78.8","No","Low Risk"
45,"78.75","No","Low Risk"
45,"75.95","No","Low Risk"
45,"75.15","No","Low Risk"
45,"73.85","No","Low Risk"
45,"73.55","No","Low Risk"
45,"70.05","No","Low Risk"
45,"62.55","No","Low Risk"
45,"54.65","No","Low Risk"
45,"53.3","No","Low Risk"
45,"51","No","Low Risk"
45,"50.9","No","Low Risk"
45,"50.9","No","Low Risk"
45,"50.25","No","Low Risk"
45,"42.3","No","Low Risk"
45,"34.2","No","Low Risk"
45,"25.9","No","Low Risk"
45,"25.5","No","Low Risk"
45,"24.7","No","Low Risk"
45,"24.65","No","Low Risk"
45,"24.65","No","Low Risk"
45,"24.45","No","Low Risk"
45,"20.85","No","Low Risk"
45,"20.35","No","Low Risk"
45,"20","No","Low Risk"
45,"19.2","No","Low Risk"
45,"18.85","No","Low Risk"
44,"111.5","No","Low Risk"
44,"109.8","No","Low Risk"
44,"106.05","No","Low Risk"
44,"104.15","No","Low Risk"
44,"100.1","No","Low Risk"
44,"95.1","No","Low Risk"
44,"94.4","No","Low Risk"
44,"92.95","No","Low Risk"
44,"90.65","No","Low Risk"
44,"90.4","No","Low Risk"
44,"89.2","No","Low Risk"
44,"89.15","No","Low Risk"
44,"88.15","No","Low Risk"
44,"85.25","No","Low Risk"
44,"85.15","No","Low Risk"
44,"84.8","No","Low Risk"
44,"77.55","No","Low Risk"
44,"74.85","No","Low Risk"
44,"73.85","No","Low Risk"
44,"70.95","No","Low Risk"
44,"68.85","No","Low Risk"
44,"65.4","No","Low Risk"
44,"61.9","No","Low Risk"
44,"61.5","No","Low Risk"
44,"59.85","No","Low Risk"
44,"56.25","No","Low Risk"
44,"54.9","No","Low Risk"
44,"54.3","No","Low Risk"
44,"54.3","No","Low Risk"
44,"54.05","No","Low Risk"
44,"54","No","Low Risk"
44,"50.15","No","Low Risk"
44,"49.05","No","Low Risk"
